nk,en
공화국핵무력은 우리 국가에 대한 미국과 그 추종세력들의 엄중한 정치군사적도발을 억제하고 전망적인 위협을 관리하는데서 자기의 중대한 사명을 책임적으로 수행할것이며 바로 이에 대하여 오늘 국법으로 명기하였습니다.,"The nuclear forces of our Republic will responsibly perform their important mission to contain grave political and military provocations against our state by the United States and its vassal forces and to put their prospective threats under control, and today this was clarified in a law of the state."
"자주와 자존, 인민의 운명을 제일 귀중히 여기고 그에 위해로 되는 적대행위를 절대로 용서치 않으며 한다면 무조건 해내고야마는 우리 공화국이기에 이렇듯 국가핵무력정책을 법화하는 담대한 정치적결단을 내릴수 있은것입니다.","As our Republic values most its independence and self-respect and the destiny of its people, never forgives hostile acts that may do harm to them and means what it says, it could take such an audacious political decision as codifying the policy of the nation's nuclear forces in a law."
"세계는 패권주의가 더욱 살판치는 오늘날 진정한 자주강국, 정의로운 국가란 어떤 나라이며 악의 제국 미국에 당당히 맞서나가는 우리 공화국의 불가항력적인 기상이 얼마나 강한가를 다시금 똑똑히 알게 될것입니다.","The world will clearly realize once again what is a truly independent powerful country and a state of justice in modern days, when pursuit of hegemony is more rampant, and how mighty is the unquenchable spirit of our Republic dealing squarely with the United States, the empire of evil."
동지들!,"Comrades,"
두자루의 권총으로부터 시작된 우리 혁명이 오늘에 이르기까지 걸어온 간고하고도 기나긴 려정을 돌이켜보느라니 그 길에 응축된 만단사연들이 마쳐와 마음이 뜨거워짐을 금할수 없습니다.,"Looking back the arduous and protracted journey that our revolution has made so far since it started out with two pistols, all the events of history condensed in it tug at my heartstrings."
"성과는 실로 거대해도 전체 인민들의 아낌없는 지지성원과 고귀한 피땀, 형언할수 없는 고생과 바꾼것이기에 더욱더 무겁게, 소중하게 느껴집니다.","The successes achieved are really great, and they are felt weightier and more valuable as they are a fruition of the unstinted support and encouragement from all the people, their precious sweat and blood, and their indescribable painstaking efforts."
사실 제국주의련합세력과 단독으로 맞서 가장 야만적이며 횡포한 제재압살책동을 짓부시면서 공화국핵무력을 건설하고 전투태세를 완성한다는것은 모진 고통과 국난을 감수하고 겪어야 하는 생사판가리의 결사전이였습니다.,"To tell the truth, we had to build up the nuclear forces of our Republic and make its combat preparedness perfect while standing face-to-face with the allied imperialist forces single-handedly and coping with their most inhumane and outrageous moves of sanctions and suffocation. It was a do-or-die battle we had to fight in the face of untold sufferings and trials."
그만큼 사랑하는 우리 인민들과 아이들이 허리띠를 더 조이고 배를 더 곯아야 하였고 귀중한 우리의 모든 가정들에 엄청난 생활난이 초래되지 않으면 안되였습니다.,"It meant that our beloved children and all other people had to tighten their belts still further and suffer from greater hunger, and that all our dear families had to undergo appalling difficulties in life."
"보다 큰 승리를 위한 불가피한 선택이기는 하였지만 너무도 큰 대가를 각오해야 했고 누구도 걸어보지 못한, 결과를 쉽게 예측할수는 없었던 험난한 초행길이였습니다.","Although it was an unavoidable choice we had to make to win a greater victory, it was an untrodden path on which we had to be prepared to suffer unbearable loss and the result of which we were little sure of."
하지만 우리 인민은 자기 인민에 대한 믿음 하나로 시작한 우리 당의 위업을 절대지지해주고 천신만고를 다 떠맡아 이겨내며 일심전력으로 받들어주었습니다.,"Nevertheless, our people rendered absolute support to our Party for the cause, which it started with the trust in them alone, making single-hearted and all-out efforts for it despite all manner of hardships."
"국가핵무력건설의 력사적대업을 성취하는데서 우리의 과학자, 기술자들이 크게 공헌하였지만 그처럼 모질고 지속적인 고생을 다 감내해내면서도 절대로 굴하지 않고 승리를 굳게 믿어준 우리 인민이 아니였다면 핵보유의 길을 끝까지 걸을수 없었을것이며 우리 공화국이 이렇듯 핵무력정책을 법화하는 날을 맞이하지 못하였을것입니다.","Obviously our scientists and technicians made tangible contributions to the accomplishment of the historic cause of building the nation's nuclear forces; yet, but for our people, who remained fully convinced of the victory without any yielding to such intolerable and uninterrupted sufferings, we could not have followed to the end the road of possessing nuclear weapons, nor could our Republic have greeted today when the policy of the nuclear forces was codified in a law."
우리 인민만이 가지고있는 특출하고 열렬한 강인성과 애국심은 결국 온갖 난관을 딛고 이겨 우리 국가의 영광과 감히 건드릴수 없는 존귀한 위엄을 하늘끝에 떠받들어올렸습니다.,"Our people, by overcoming all sorts of trials by dint of their unique, strenuous fortitude and patriotism, have finally raised the glory and dignity of our state up to such a height as no one would ever dispute it."
나는 당과 정부를 대표하여 온 나라 인민들에게 가장 충심으로 되는 감사의 인사를 삼가 드립니다.,"On behalf of the Party and government, I extend my heartfelt thanks to our people throughout the country."
